Device_ID,State_of_Health_%,Cycle_Count,Charge_%,Charge_Current,SW_Version
1632,1,11,98,68,V10.2.1
1632,1,11,99,29,V10.2.1
1632,1,11,100,29,V10.2.1
8020,1,3,1,1083,V10.2.1
8020,1,3,2,1083,V10.2.1
8020,1,3,3,1083,V10.2.1
8020,1,3,4,1083,V10.2.1
8020,1,3,5,1005,V10.2.1
8020,1,3,6,1005,V10.2.1
8020,1,3,7,1005,V10.2.1
8020,1,3,8,1005,V10.2.1
8020,1,3,9,1005,V10.2.1
8020,1,3,10,1005,V10.2.1
8020,1,3,11,1005,V10.2.1
8020,1,3,12,1005,V10.2.1
8020,1,3,13,1005,V10.2.1
8020,1,3,14,1015,V10.2.1
8020,1,3,15,1015,V10.2.1
8020,1,3,16,1015,V10.2.1
8020,1,3,17,1015,V10.2.1
8020,1,3,18,1015,V10.2.1
8020,1,3,19,1015,V10.2.1
8020,1,3,20,1024,V10.2.1
8020,1,3,21,1024,V10.2.1
8020,1,3,22,1024,V10.2.1
8020,1,3,23,1024,V10.2.1
8020,1,3,24,1024,V10.2.1
8020,1,3,25,1024,V10.2.1
8020,1,3,26,1024,V10.2.1
8020,1,3,27,1024,V10.2.1
8020,1,3,28,1024,V10.2.1
8020,1,3,29,1024,V10.2.1
8020,1,3,30,1024,V10.2.1
8020,1,3,31,1034,V10.2.1
8020,1,3,32,1034,V10.2.1
8020,1,3,33,1044,V10.2.1
8020,1,3,34,1044,V10.2.1
8020,1,3,35,1044,V10.2.1
8020,1,3,36,1034,V10.2.1
8020,1,3,37,1044,V10.2.1
8020,1,3,38,1044,V10.2.1
8020,1,3,39,1044,V10.2.1
8020,1,3,40,1044,V10.2.1
8020,1,3,41,1044,V10.2.1
8020,1,3,42,1044,V10.2.1
8020,1,3,43,1054,V10.2.1
8020,1,3,44,1054,V10.2.1
8020,1,3,45,1054,V10.2.1
8020,1,3,46,1054,V10.2.1
8020,1,3,47,1054,V10.2.1
8020,1,3,48,1054,V10.2.1
8020,1,3,49,1054,V10.2.1
8020,1,3,50,1054,V10.2.1
8020,1,3,51,1054,V10.2.1
8020,1,3,52,1054,V10.2.1
8020,1,3,53,1054,V10.2.1
8020,1,3,54,1015,V10.2.1
8020,1,3,55,976,V10.2.1
8020,1,3,56,936,V10.2.1
8020,1,3,57,907,V10.2.1
8020,1,3,58,868,V10.2.1
8020,1,3,59,834,V10.2.1
8020,1,3,60,790,V10.2.1
8020,1,3,61,790,V10.2.1
8020,1,3,62,790,V10.2.1
8020,1,3,63,790,V10.2.1
8020,1,3,64,790,V10.2.1
8020,1,3,65,790,V10.2.1
8020,1,3,66,790,V10.2.1
8020,1,3,67,800,V10.2.1
8020,1,3,68,800,V10.2.1
8020,1,3,69,800,V10.2.1
8020,1,3,70,800,V10.2.1
8020,1,3,71,800,V10.2.1
8020,1,3,72,810,V10.2.1
8020,1,3,73,741,V10.2.1
8020,1,3,74,692,V10.2.1
8020,1,3,75,634,V10.2.1
8020,1,3,76,634,V10.2.1
8020,1,3,77,634,V10.2.1
8020,1,3,78,644,V10.2.1
8020,1,3,79,644,V10.2.1
8020,1,3,80,644,V10.2.1
8020,1,3,81,663,V10.2.1
8020,1,3,82,722,V10.2.1
8020,1,3,83,1302.5,V10.2.1
8020,1,3,84,653,V10.2.1
8020,1,3,85,653,V10.2.1
8020,1,3,86,653,V10.2.1
8020,1,3,87,653,V10.2.1
8020,1,3,88,653,V10.2.1
8020,1,3,89,644,V10.2.1
8020,1,3,90,546,V10.2.1
8020,1,3,91,478,V10.2.1
8020,1,3,92,419,V10.2.1
8020,1,3,93,351,V10.2.1
8020,1,3,94,302,V10.2.1
8020,1,3,95,244,V10.2.1
8020,1,3,96,185,V10.2.1
8020,1,3,97,146,V10.2.1
8020,1,3,98,87,V10.2.1
8020,1,3,99,87,V10.2.1
8020,1,3,100,29,V10.2.1
3517,1,3,1,1010,V10.2_3
3517,1,3,2,1010,V10.2_3
3517,1,3,3,1010,V10.2_3
3517,1,3,4,1005,V10.2_3
3517,1,3,5,1005,V10.2_3
3517,1,3,6,1005,V10.2_3
3517,1,3,7,1005,V10.2_3
3517,1,3,8,1015,V10.2_3
3517,1,3,9,1015,V10.2_3
3517,1,3,10,1015,V10.2_3
3517,1,3,11,1015,V10.2_3
3517,1,3,12,1024,V10.2_3
3517,1,3,13,1024,V10.2_3
3517,1,3,14,1024,V10.2_3
3517,1,3,15,1024,V10.2_3
3517,1,3,16,1024,V10.2_3
3517,1,3,17,1034,V10.2_3
3517,1,3,18,1034,V10.2_3
3517,1,3,19,1034,V10.2_3
3517,1,3,20,1044,V10.2_3
3517,1,3,21,1034,V10.2_3
3517,1,3,22,1044,V10.2_3
3517,1,3,23,1044,V10.2_3
3517,1,3,24,1044,V10.2_3
3517,1,3,25,1044,V10.2_3
3517,1,3,26,1054,V10.2_3
3517,1,3,27,1044,V10.2_3
3517,1,3,28,1044,V10.2_3
3517,1,3,29,1044,V10.2_3
3517,1,3,30,1054,V10.2_3
3517,1,3,31,1054,V10.2_3
3517,1,3,32,1054,V10.2_3
3517,1,3,33,1054,V10.2_3
3517,1,3,34,1054,V10.2_3
3517,1,3,35,1054,V10.2_3
3517,1,3,36,1054,V10.2_3
3517,1,3,37,1054,V10.2_3
3517,1,3,38,1054,V10.2_3
3517,1,3,39,1054,V10.2_3
3517,1,3,40,1054,V10.2_3
3517,1,3,41,1054,V10.2_3
3517,1,3,42,1054,V10.2_3
3517,1,3,43,1054,V10.2_3
3517,1,3,44,1063,V10.2_3
3517,1,3,45,1054,V10.2_3
3517,1,3,46,1063,V10.2_3
3517,1,3,47,1054,V10.2_3
3517,1,3,48,1073,V10.2_3
3517,1,3,49,1063,V10.2_3
3517,1,3,50,1024,V10.2_3
3517,1,3,51,1005,V10.2_3
3517,1,3,52,976,V10.2_3
3517,1,3,53,946,V10.2_3
3517,1,3,54,917,V10.2_3
3517,1,3,55,897,V10.2_3
3517,1,3,56,858,V10.2_3
3517,1,3,57,839,V10.2_3
3517,1,3,58,810,V10.2_3
3517,1,3,59,790,V10.2_3
3517,1,3,60,790,V10.2_3
3517,1,3,61,790,V10.2_3
3517,1,3,62,790,V10.2_3
3517,1,3,63,790,V10.2_3
3517,1,3,64,790,V10.2_3
3517,1,3,65,800,V10.2_3
3517,1,3,66,800,V10.2_3
3517,1,3,67,800,V10.2_3
3517,1,3,68,800,V10.2_3
3517,1,3,69,810,V10.2_3
3517,1,3,70,810,V10.2_3
3517,1,3,71,810,V10.2_3
3517,1,3,72,810,V10.2_3
3517,1,3,73,761,V10.2_3
3517,1,3,74,692,V10.2_3
3517,1,3,75,653,V10.2_3
3517,1,3,76,653,V10.2_3
3517,1,3,77,653,V10.2_3
3517,1,3,78,653,V10.2_3
3517,1,3,79,653,V10.2_3
3517,1,3,80,653,V10.2_3
3517,1,3,81,663,V10.2_3
3517,1,3,82,985,V10.2_3
3517,1,3,83,1473,V10.2_3
3517,1,3,84,653,V10.2_3
3517,1,3,85,653,V10.2_3
3517,1,3,86,653,V10.2_3
3517,1,3,87,653,V10.2_3
3517,1,3,88,663,V10.2_3
3517,1,3,89,663,V10.2_3
3517,1,3,90,624,V10.2_3
3517,1,3,91,546,V10.2_3
3517,1,3,92,488,V10.2_3
3517,1,3,93,429,V10.2_3
3517,1,3,94,370,V10.2_3
3517,1,3,95,302,V10.2_3
3517,1,3,96,263,V10.2_3
3517,1,3,97,214,V10.2_3
3517,1,3,98,156,V10.2_3
3517,1,3,99,117,V10.2_3
3517,1,3,100,68,V10.2_3
956,1,1,1,1044,V10.1_1
956,1,1,2,1044,V10.1_1
956,1,1,3,1044,V10.1_1
956,1,1,4,1044,V10.1_1
956,1,1,5,1044,V10.1_1
956,1,1,6,1044,V10.1_1
956,1,1,7,1044,V10.1_1
956,1,1,8,1005,V10.1_1
956,1,1,9,1005,V10.1_1
956,1,1,10,1005,V10.1_1
956,1,1,11,1005,V10.1_1
956,1,1,12,1005,V10.1_1
956,1,1,13,1005,V10.1_1
956,1,1,14,1015,V10.1_1
956,1,1,15,1015,V10.1_1
956,1,1,16,1015,V10.1_1
956,1,1,17,1015,V10.1_1
956,1,1,18,1024,V10.1_1
956,1,1,19,1024,V10.1_1
956,1,1,20,1024,V10.1_1
956,1,1,21,1024,V10.1_1
956,1,1,22,1024,V10.1_1
956,1,1,23,1024,V10.1_1
956,1,1,24,1034,V10.1_1
956,1,1,25,1029,V10.1_1
956,1,1,26,1034,V10.1_1
956,1,1,27,1039,V10.1_1
956,1,1,28,1034,V10.1_1
956,1,1,29,1044,V10.1_1
956,1,1,30,1044,V10.1_1
956,1,1,31,1034,V10.1_1
956,1,1,32,1044,V10.1_1
956,1,1,33,1044,V10.1_1
956,1,1,34,1044,V10.1_1
956,1,1,35,1044,V10.1_1
956,1,1,36,1044,V10.1_1
956,1,1,37,1044,V10.1_1
956,1,1,38,1044,V10.1_1
956,1,1,39,1044,V10.1_1
956,1,1,40,1044,V10.1_1
956,1,1,41,1054,V10.1_1
956,1,1,42,1054,V10.1_1
956,1,1,43,1054,V10.1_1
956,1,1,44,1054,V10.1_1
956,1,1,45,1024,V10.1_1
956,1,1,46,1015,V10.1_1
956,1,1,47,995,V10.1_1
956,1,1,48,966,V10.1_1
956,1,1,49,946,V10.1_1
956,1,1,50,927,V10.1_1
956,1,1,51,897,V10.1_1
956,1,1,52,878,V10.1_1
956,1,1,53,858,V10.1_1
956,1,1,54,829,V10.1_1
956,1,1,55,810,V10.1_1
956,1,1,56,780,V10.1_1
956,1,1,57,780,V10.1_1
956,1,1,58,780,V10.1_1
956,1,1,59,771,V10.1_1
956,1,1,60,780,V10.1_1
956,1,1,61,780,V10.1_1
956,1,1,62,780,V10.1_1
956,1,1,63,780,V10.1_1
956,1,1,64,780,V10.1_1
956,1,1,65,780,V10.1_1
956,1,1,66,780,V10.1_1
956,1,1,67,780,V10.1_1
956,1,1,68,790,V10.1_1
956,1,1,69,790,V10.1_1
956,1,1,70,790,V10.1_1
956,1,1,71,790,V10.1_1
956,1,1,72,771,V10.1_1
956,1,1,73,712,V10.1_1
956,1,1,74,663,V10.1_1
956,1,1,75,634,V10.1_1
956,1,1,76,634,V10.1_1
956,1,1,77,634,V10.1_1
956,1,1,78,634,V10.1_1
956,1,1,79,644,V10.1_1
956,1,1,80,644,V10.1_1
956,1,1,81,658,V10.1_1
956,1,1,82,761,V10.1_1
956,1,1,83,1434,V10.1_1
956,1,1,84,644,V10.1_1
956,1,1,85,644,V10.1_1
956,1,1,86,653,V10.1_1
956,1,1,87,653,V10.1_1
956,1,1,88,653,V10.1_1
956,1,1,89,653,V10.1_1
956,1,1,90,585,V10.1_1
956,1,1,91,507,V10.1_1
956,1,1,92,458,V10.1_1
956,1,1,93,400,V10.1_1
956,1,1,94,351,V10.1_1
956,1,1,95,302,V10.1_1
956,1,1,96,273,V10.1_1
956,1,1,97,224,V10.1_1
956,1,1,98,185,V10.1_1
956,1,1,99,146,V10.1_1
956,1,1,100,29,V10.1_1
2066,1,1,1,1073,V10.1.1
2066,1,1,2,1073,V10.1.1
2066,1,1,3,1073,V10.1.1
2066,1,1,4,1073,V10.1.1
2066,1,1,5,995,V10.1.1
2066,1,1,6,1005,V10.1.1
2066,1,1,7,1005,V10.1.1
2066,1,1,8,1005,V10.1.1
2066,1,1,9,1005,V10.1.1
2066,1,1,10,1005,V10.1.1
2066,1,1,11,1005,V10.1.1
2066,1,1,12,1005,V10.1.1
2066,1,1,13,1015,V10.1.1
2066,1,1,14,1015,V10.1.1
2066,1,1,15,1015,V10.1.1
2066,1,1,16,1015,V10.1.1
2066,1,1,17,1015,V10.1.1
2066,1,1,18,1024,V10.1.1
2066,1,1,19,1024,V10.1.1
2066,1,1,20,1024,V10.1.1
2066,1,1,21,1024,V10.1.1
2066,1,1,22,1024,V10.1.1
2066,1,1,23,1024,V10.1.1
2066,1,1,24,1024,V10.1.1
2066,1,1,25,1024,V10.1.1
2066,1,1,26,1034,V10.1.1
2066,1,1,27,1034,V10.1.1
2066,1,1,28,1034,V10.1.1
2066,1,1,29,1034,V10.1.1
2066,1,1,30,1034,V10.1.1
2066,1,1,31,1034,V10.1.1
2066,1,1,32,1034,V10.1.1
2066,1,1,33,1034,V10.1.1
2066,1,1,34,1044,V10.1.1
2066,1,1,35,1044,V10.1.1
2066,1,1,36,1044,V10.1.1
2066,1,1,37,1044,V10.1.1
2066,1,1,38,1044,V10.1.1
2066,1,1,39,1044,V10.1.1
2066,1,1,40,1044,V10.1.1
2066,1,1,41,1044,V10.1.1
2066,1,1,42,1044,V10.1.1
2066,1,1,43,1049,V10.1.1
2066,1,1,44,1044,V10.1.1
2066,1,1,45,1054,V10.1.1
2066,1,1,46,1054,V10.1.1
2066,1,1,47,1054,V10.1.1
2066,1,1,48,1054,V10.1.1
2066,1,1,49,1054,V10.1.1
2066,1,1,50,1054,V10.1.1
2066,1,1,51,1054,V10.1.1
2066,1,1,52,1034,V10.1.1
2066,1,1,53,1015,V10.1.1
2066,1,1,54,995,V10.1.1
2066,1,1,55,966,V10.1.1
2066,1,1,56,936,V10.1.1
2066,1,1,57,917,V10.1.1
2066,1,1,58,888,V10.1.1
2066,1,1,59,858,V10.1.1
2066,1,1,60,819,V10.1.1
2066,1,1,61,780,V10.1.1
2066,1,1,62,780,V10.1.1
2066,1,1,63,780,V10.1.1
2066,1,1,64,780,V10.1.1
2066,1,1,65,780,V10.1.1
2066,1,1,66,780,V10.1.1
2066,1,1,67,790,V10.1.1
2066,1,1,68,790,V10.1.1
2066,1,1,69,790,V10.1.1
2066,1,1,70,790,V10.1.1
2066,1,1,71,790,V10.1.1
2066,1,1,72,790,V10.1.1
2066,1,1,73,800,V10.1.1
2066,1,1,74,790,V10.1.1
2066,1,1,75,722,V10.1.1
2066,1,1,76,663,V10.1.1
2066,1,1,77,634,V10.1.1
2066,1,1,78,644,V10.1.1
2066,1,1,79,644,V10.1.1
2066,1,1,80,644,V10.1.1
2066,1,1,81,653,V10.1.1
2066,1,1,82,1151,V10.1.1
2066,1,1,83,1156,V10.1.1
2066,1,1,84,644,V10.1.1
2066,1,1,85,653,V10.1.1
2066,1,1,86,653,V10.1.1
2066,1,1,87,653,V10.1.1
2066,1,1,88,653,V10.1.1
2066,1,1,89,653,V10.1.1
2066,1,1,90,653,V10.1.1
2066,1,1,91,653,V10.1.1
2066,1,1,92,585,V10.1.1
2066,1,1,93,507,V10.1.1
2066,1,1,94,448,V10.1.1
2066,1,1,95,390,V10.1.1
2066,1,1,96,331,V10.1.1
2066,1,1,97,273,V10.1.1
2066,1,1,98,234,V10.1.1
2066,1,1,99,185,V10.1.1
2066,1,1,100,97,V10.1.1
3515,1,200,1,1151,V10.2.1
3515,1,200,2,1151,V10.2.1
3515,1,200,3,1151,V10.2.1
3515,1,200,4,1083,V10.2.1
3515,1,200,5,995,V10.2.1
3515,1,200,6,995,V10.2.1
3515,1,200,7,995,V10.2.1
3515,1,200,8,995,V10.2.1
3515,1,200,9,995,V10.2.1
3515,1,200,10,995,V10.2.1
3515,1,200,11,1005,V10.2.1
3515,1,200,12,1005,V10.2.1
3515,1,200,13,1005,V10.2.1
3515,1,200,14,1005,V10.2.1
3515,1,200,15,1005,V10.2.1
3515,1,200,16,1005,V10.2.1
3515,1,200,17,1005,V10.2.1
3515,1,200,18,1015,V10.2.1
3515,1,200,19,1005,V10.2.1
3515,1,200,20,1015,V10.2.1
3515,1,200,21,1015,V10.2.1
3515,1,200,22,1015,V10.2.1
3515,1,200,23,1015,V10.2.1
3515,1,200,24,1015,V10.2.1
3515,1,200,25,1015,V10.2.1
3515,1,200,26,1015,V10.2.1
3515,1,200,27,1015,V10.2.1
3515,1,200,28,1015,V10.2.1
3515,1,200,29,1015,V10.2.1
3515,1,200,30,1015,V10.2.1
3515,1,200,31,1024,V10.2.1
3515,1,200,32,1015,V10.2.1
3515,1,200,33,1015,V10.2.1
3515,1,200,34,1024,V10.2.1
3515,1,200,35,1024,V10.2.1
3515,1,200,36,1024,V10.2.1
3515,1,200,37,1024,V10.2.1
3515,1,200,38,1024,V10.2.1
3515,1,200,39,1024,V10.2.1
3515,1,200,40,1024,V10.2.1
3515,1,200,41,1024,V10.2.1
3515,1,200,42,1034,V10.2.1
3515,1,200,43,1024,V10.2.1
3515,1,200,44,1034,V10.2.1
3515,1,200,45,1034,V10.2.1
3515,1,200,46,1005,V10.2.1
3515,1,200,47,976,V10.2.1
3515,1,200,48,946,V10.2.1
3515,1,200,49,927,V10.2.1
3515,1,200,50,897,V10.2.1
3515,1,200,51,858,V10.2.1
3515,1,200,52,819,V10.2.1
3515,1,200,53,790,V10.2.1
3515,1,200,54,771,V10.2.1
3515,1,200,55,771,V10.2.1
3515,1,200,56,780,V10.2.1
3515,1,200,57,780,V10.2.1
3515,1,200,58,780,V10.2.1
3515,1,200,59,780,V10.2.1
3515,1,200,60,780,V10.2.1
3515,1,200,61,780,V10.2.1
3515,1,200,62,780,V10.2.1
3515,1,200,63,780,V10.2.1
3515,1,200,64,780,V10.2.1
3515,1,200,65,780,V10.2.1
3515,1,200,66,790,V10.2.1
3515,1,200,67,741,V10.2.1
3515,1,200,68,692,V10.2.1
3515,1,200,69,634,V10.2.1
3515,1,200,70,634,V10.2.1
3515,1,200,71,634,V10.2.1
3515,1,200,72,634,V10.2.1
3515,1,200,73,634,V10.2.1
3515,1,200,74,634,V10.2.1
3515,1,200,75,634,V10.2.1
3515,1,200,76,644,V10.2.1
3515,1,200,77,644,V10.2.1
3515,1,200,78,644,V10.2.1
3515,1,200,79,653,V10.2.1
3515,1,200,80,653,V10.2.1
3515,1,200,81,653,V10.2.1
3515,1,200,82,1034,V10.2.1
3515,1,200,83,1434,V10.2.1
3515,1,200,84,917,V10.2.1
3515,1,200,85,653,V10.2.1
3515,1,200,86,575,V10.2.1
3515,1,200,87,497,V10.2.1
3515,1,200,88,448,V10.2.1
3515,1,200,89,380,V10.2.1
3515,1,200,90,322,V10.2.1
3515,1,200,91,273,V10.2.1
3515,1,200,92,234,V10.2.1
3515,1,200,93,185,V10.2.1
3515,1,200,94,146,V10.2.1
3515,1,200,95,107,V10.2.1
3515,1,200,96,87,V10.2.1
3515,1,200,97,78,V10.2.1
3515,1,200,98,29,V10.2.1
3515,1,200,99,29,V10.2.1
3515,1,200,100,29,V10.2.1
8862,1,2,1,1200,V10.1.1
8862,1,2,2,1200,V10.1.1
8862,1,2,3,1200,V10.1.1
8862,1,2,4,1200,V10.1.1
8862,1,2,5,1200,V10.1.1
8862,1,2,6,1200,V10.1.1
8862,1,2,7,1088,V10.1.1
8862,1,2,8,1015,V10.1.1
8862,1,2,9,1005,V10.1.1
8862,1,2,10,1005,V10.1.1
8862,1,2,11,1005,V10.1.1
8862,1,2,12,1005,V10.1.1
8862,1,2,13,1005,V10.1.1
8862,1,2,14,1005,V10.1.1
8862,1,2,15,1015,V10.1.1
8862,1,2,16,1015,V10.1.1
8862,1,2,17,1015,V10.1.1
8862,1,2,18,1015,V10.1.1
8862,1,2,19,1024,V10.1.1
8862,1,2,20,1015,V10.1.1
8862,1,2,21,1019.5,V10.1.1
8862,1,2,22,1024,V10.1.1
8862,1,2,23,1015,V10.1.1
8862,1,2,24,1024,V10.1.1
8862,1,2,25,1024,V10.1.1
8862,1,2,26,1024,V10.1.1
8862,1,2,27,1024,V10.1.1
8862,1,2,28,1024,V10.1.1
8862,1,2,29,1024,V10.1.1
8862,1,2,30,1024,V10.1.1
8862,1,2,31,1024,V10.1.1
8862,1,2,32,1024,V10.1.1
8862,1,2,33,1034,V10.1.1
8862,1,2,34,1024,V10.1.1
8862,1,2,35,1024,V10.1.1
8862,1,2,36,1024,V10.1.1
8862,1,2,37,1034,V10.1.1
8862,1,2,38,1039,V10.1.1
8862,1,2,39,1034,V10.1.1
8862,1,2,40,1034,V10.1.1
8862,1,2,41,1034,V10.1.1
8862,1,2,42,1044,V10.1.1
8862,1,2,43,1044,V10.1.1
8862,1,2,44,1044,V10.1.1
8862,1,2,45,1044,V10.1.1
8862,1,2,46,1044,V10.1.1
8862,1,2,47,1044,V10.1.1
8862,1,2,48,1044,V10.1.1
8862,1,2,49,1044,V10.1.1
8862,1,2,50,1044,V10.1.1
8862,1,2,51,1044,V10.1.1
8862,1,2,52,1054,V10.1.1
8862,1,2,53,1054,V10.1.1
8862,1,2,54,1054,V10.1.1
8862,1,2,55,1054,V10.1.1
8862,1,2,56,1054,V10.1.1
8862,1,2,57,1015,V10.1.1
8862,1,2,58,995,V10.1.1
