id,period,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,firm,firm_type,payment instrument,access point,speed actual,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,receiving network coverage,pickup method,date,corridor
620183787,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,6.99,7.26,1.05,4.54,500,500,USD,10.99,7.26,1.05,3.25,7.34,yes,Card payment,,High,Agent,04-may-18,USAGTM
620183788,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,9,7.28,0.78,5.28,500,500,USD,9,7.28,0.78,2.58,7.34,yes,,,High,Agent,04-may-18,USAGTM
620183789,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Remitly,Money Transfer Operator,"Bank account transfer,Debit/credit card",Internet,Less than one hour,200,200,USD,3.99,7.29,0.64,2.64,500,500,USD,3.99,7.29,0.64,1.44,7.34,yes,,,High,Agent,04-may-18,USAGTM
620183790,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Pangea,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,4.95,7.24,1.32,3.8,500,500,USD,4.95,7.24,1.32,2.31,7.34,yes,Debit card payment,,High,Agent,04-may-18,USAGTM
620183791,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,7.28,0.78,5.78,500,500,USD,10,7.28,0.78,2.78,7.34,yes,,,High,,04-may-18,USAGTM
620183792,2018_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Walmart2World,Bank,Cash,Agent,Less than one hour,200,200,USD,8,7.38,-0.59,3.41,500,500,USD,8,7.38,-0.59,1.01,7.34,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,04-may-18,USAGTM
620183793,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Laparkan,Non-Bank FI,Cash,Agent,Same day,200,200,USD,9.99,1,0,5,500,500,USD,9.99,1,0,2,1,yes,USD service,,Low,Agent,30/Apr/2018,USAGUY
620183794,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,202,3.41,8.41,500,500,USD,20,202,3.41,7.41,209.14,yes,,,Medium,Agent,30/Apr/2018,USAGUY
620183795,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Ria,Money Transfer Operator,Bank account transfer,"Agent,Internet",3-5 days,200,200,USD,5,202.37,3.24,5.74,500,500,USD,5,202.37,3.24,4.24,209.14,yes,Bank account payment,,High,,30/Apr/2018,USAGUY
620183796,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7.99,201.15,3.82,7.82,500,500,USD,18,201.15,3.82,7.42,209.14,yes,,,Medium,Agent,30/Apr/2018,USAGUY
620183797,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,14.99,202,3.41,10.91,500,500,USD,41.99,202,3.41,11.81,209.14,yes,,,Medium,Agent,30/Apr/2018,USAGUY
620183798,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,201.56,3.62,11.12,500,500,USD,42,201.56,3.62,12.02,209.14,yes,Card payment,,Medium,Agent,30/Apr/2018,USAGUY
620183799,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,11,201.56,3.62,9.12,500,500,USD,21,201.56,3.62,7.82,209.14,yes,Bank account payment,,Medium,Agent,30/Apr/2018,USAGUY
620183800,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Ria,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,8,202.37,3.24,7.24,500,500,USD,8,202.37,3.24,4.84,209.14,yes,,,High,,30/Apr/2018,USAGUY
620183801,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9,202.37,3.24,7.74,500,500,USD,9,202.37,3.24,5.04,209.14,yes,,,High,,30/Apr/2018,USAGUY
620183802,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,10.99,202,3.41,8.91,500,500,USD,20.99,202,3.41,7.61,209.14,yes,Bank account payment,,Medium,,30/Apr/2018,USAGUY
620183803,2018_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Walmart2World,Bank,Cash,Agent,Less than one hour,200,200,USD,8,202,3.41,7.41,500,500,USD,8,202,3.41,5.01,209.14,yes,,,Medium,Agent,30/Apr/2018,USAGUY
620183804,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Dolex Dollar Express,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,9,23.67,-0.07,4.43,500,500,USD,12,23.67,-0.07,2.33,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183805,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,23.67,-0.07,4.93,500,500,USD,9.99,23.67,-0.07,1.93,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183806,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,23.67,-0.07,3.93,500,500,USD,8,23.67,-0.07,1.53,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183807,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Ficohsa Express,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,6,23.67,-0.07,2.93,500,500,USD,10,23.67,-0.07,1.93,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,,04-may-18,USAHND
620183808,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,7.99,23.67,-0.07,3.93,500,500,USD,9,23.67,-0.07,1.73,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183809,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,9,23.67,-0.07,4.43,500,500,USD,9,23.67,-0.07,1.73,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183810,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Xoom,Money Transfer Operator,"Bank account transfer,Debit/credit card",Internet,Less than one hour,200,200,USD,7.99,23.67,-0.07,3.93,500,500,USD,10.99,23.67,-0.07,2.13,23.65,yes,Card payment,,High,Agent,04-may-18,USAHND
620183811,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Viamericas,Money Transfer Operator,"Bank account transfer,Cash",Agent,Same day,200,200,USD,8,23.67,-0.07,3.93,500,500,USD,8,23.67,-0.07,1.53,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,,04-may-18,USAHND
620183812,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,7.99,23.67,-0.07,3.93,500,500,USD,10.99,23.67,-0.07,2.13,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,Medium,,04-may-18,USAHND
620183813,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Remitly,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,6.99,23.68,-0.11,3.38,500,500,USD,9.99,23.68,-0.11,1.89,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183814,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Pangea,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,6.95,23.67,-0.07,3.41,500,500,USD,6.95,23.67,-0.07,1.32,23.65,yes,Debit card payment,,High,Agent,04-may-18,USAHND
620183815,2018_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Walmart2World,Bank,Cash,Agent,Less than one hour,200,200,USD,8,23.67,-0.07,3.93,500,500,USD,8,23.67,-0.07,1.53,23.65,yes,A negative exchange rate margin for this operator may reflect a ‘parallel’ or ‘grey’ foreign exchange market.,,High,Agent,04-may-18,USAHND
620183816,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Unitransfer,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7.99,1,0,4,500,500,USD,11.99,1,0,2.4,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Medium,,30/Apr/2018,USAHTI
620183817,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10.99,1,0,5.5,500,500,USD,10.99,1,0,2.2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183818,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10.99,1,0,5.5,500,500,USD,10.99,1,0,2.2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183819,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9,1,0,4.5,500,500,USD,9,1,0,1.8,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183820,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Unitransfer,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7.99,1,0,4,500,500,USD,11.99,1,0,2.4,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183821,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,CAM,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,1,0,4,500,500,USD,11.99,1,0,2.4,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183822,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,3-5 days,200,200,USD,10,1,0,5,500,500,USD,15,1,0,3,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183823,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,15,1,0,7.5,500,500,USD,31,1,0,6.2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183824,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,11,1,0,5.5,500,500,USD,13,1,0,2.6,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183825,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,1,0,7.5,500,500,USD,26,1,0,5.2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,30/Apr/2018,USAHTI
620183826,2018_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Walmart2World,Bank,Cash,Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,,High,Agent,30/Apr/2018,USAHTI
620183867,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Xoom,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,4.99,121.45,2.21,4.7,500,500,USD,21.99,121.45,2.21,6.6,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183868,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,CAM,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7,121.4,2.25,5.75,500,500,USD,15,121.4,2.25,5.25,124.19,yes,USD service,,High,Agent,03-may-18,USAJAM
620183869,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Jamaica National,Money Transfer Operator / Building Society,Cash,Bank branch,Less than one hour,200,200,USD,9,121.1,2.49,6.99,500,500,USD,9,121.1,2.49,4.29,124.19,yes,,,High,Bank branch,03-may-18,USAJAM
620183870,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,119.42,3.84,8.84,500,500,USD,9.99,119.42,3.84,5.84,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183871,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,121.88,1.86,4.36,500,500,USD,5,121.88,1.86,2.86,124.19,yes,Bank account payment,,High,Agent,03-may-18,USAJAM
620183872,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,121.23,2.38,7.38,500,500,USD,10,121.23,2.38,4.38,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183873,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,7.99,121.27,2.35,6.35,500,500,USD,7.99,121.27,2.35,3.95,124.19,yes,Bank account payment,,High,Agent,03-may-18,USAJAM
620183874,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,12.99,121.27,2.35,8.85,500,500,USD,21.99,121.27,2.35,6.75,124.19,yes,Card payment,,High,Agent,03-may-18,USAJAM
620183875,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,7.99,121.23,2.38,6.38,500,500,USD,7.99,121.23,2.38,3.98,124.19,yes,Bank account payment,,High,Agent,03-may-18,USAJAM
620183876,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,12.99,121.23,2.38,8.88,500,500,USD,21.99,121.23,2.38,6.78,124.19,yes,Card payment,,High,Agent,03-may-18,USAJAM
620183877,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9,121.88,1.86,6.36,500,500,USD,9,121.88,1.86,3.66,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183878,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,8,121.88,1.86,5.86,500,500,USD,8,121.88,1.86,3.46,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183879,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Xoom,Money Transfer Operator,Bank account transfer,Internet,2 days,200,200,USD,4.99,121.45,2.21,4.7,500,500,USD,4.99,121.45,2.21,3.2,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183880,2018_2Q,USA,United States,..,High income,..,G8/G20,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,..,Walmart2World,Bank,Cash,Agent,Less than one hour,200,200,USD,8,121.27,2.35,6.35,500,500,USD,8,121.27,2.35,3.95,124.19,yes,,,High,Agent,03-may-18,USAJAM
620183933,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Delgado Travel,Bank,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,8,19.2,-0.73,3.27,500,500,USD,8,19.2,-0.73,0.87,19.06,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,,04-may-18,USAMEX
620183934,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9,18.82,1.26,5.76,500,500,USD,9,18.82,1.26,3.06,19.06,yes,,,High,,04-may-18,USAMEX
620183935,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Orlandi Valuta,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,3,19,0.31,1.81,500,500,USD,5,19,0.31,1.31,19.06,yes,,,High,Agent,04-may-18,USAMEX
620183936,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Sigue Money Transfers,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,10,18.79,1.42,6.42,500,500,USD,10,18.79,1.42,3.42,19.06,yes,,,High,,04-may-18,USAMEX
620183937,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,18.94,0.63,4.63,500,500,USD,8,18.94,0.63,2.23,19.06,yes,,,High,Agent,04-may-18,USAMEX
620183938,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,4.99,18.7,1.89,4.38,500,500,USD,7,18.7,1.89,3.29,19.06,yes,Card payment,,High,Agent,04-may-18,USAMEX
620183939,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Citibank,Bank,Bank account transfer,Internet,2 days,200,200,USD,0,1,0,0,500,500,USD,0,1,0,0,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Medium,,04-may-18,USAMEX
620183940,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,4.99,18.94,0.63,3.12,500,500,USD,7,18.94,0.63,2.03,19.06,yes,Card payment,,High,Agent,04-may-18,USAMEX
620183941,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,18.83,1.21,6.2,500,500,USD,9.99,18.83,1.21,3.2,19.06,yes,,,High,,04-may-18,USAMEX
620183942,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Vigo,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,19.07,-0.05,4.95,500,500,USD,10,19.07,-0.05,1.95,19.06,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,04-may-18,USAMEX
620183943,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Wells Fargo,Bank,Bank account transfer,"Bank branch,Call Center",Next day,200,200,USD,5,18.77,1.52,4.02,500,500,USD,5,18.82,1.26,2.26,19.06,yes,,,High,,04-may-18,USAMEX
620183944,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Xoom,Money Transfer Operator,Bank account transfer,Internet,2 days,200,200,USD,4.99,18.64,2.2,4.7,500,500,USD,4.99,18.64,2.2,3.2,19.06,yes,Bank account payment,,High,Agent,04-may-18,USAMEX
620183945,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,4,18.7,1.89,3.89,500,500,USD,4,18.7,1.89,2.69,19.06,yes,Bank account payment,,High,Agent,04-may-18,USAMEX
620183946,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,18.94,0.63,3.13,500,500,USD,5,18.94,0.63,1.63,19.06,yes,Bank account payment,,High,Agent,04-may-18,USAMEX
620183947,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Ria,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,1,18.82,1.26,1.76,500,500,USD,1,18.82,1.26,1.46,19.06,yes,Bank account payment,,High,Agent,04-may-18,USAMEX
620183948,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Viamericas,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,2.99,18.92,0.73,2.23,500,500,USD,2.99,18.92,0.73,1.33,19.06,yes,,,High,Agent,04-may-18,USAMEX
620183949,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Viamericas,Money Transfer Operator,Debit/credit card,Agent,Less than one hour,200,200,USD,5.99,18.92,0.73,3.73,500,500,USD,15.49,18.92,0.73,3.83,19.06,yes,,,High,Agent,04-may-18,USAMEX
620183950,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,4.99,18.94,0.63,3.12,500,500,USD,5,18.94,0.63,1.63,19.06,yes,,,High,Agent,04-may-18,USAMEX
620183951,2018_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Debit/credit card,Internet,3-5 days,200,200,USD,2.99,18.94,0.63,2.12,500,500,USD,2.99,18.94,0.63,1.23,19.06,yes,Bank account payment,,Medium,,04-may-18,USAMEX
