id,period,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,firm,firm_type,payment instrument,access point,speed actual,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,receiving network coverage,pickup method,date,corridor
620163173,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Trans-Fast,Money Transfer Operator,Bank account transfer,Internet,Next day,200,200,USD,4.99,3.41,1.45,3.94,500,500,USD,4.99,3.41,1.45,2.44,3.46,yes,,,Medium,,11-may-16,USABRA
620163174,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Viamericas,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,4.99,3.41,1.45,3.94,500,500,USD,4.99,3.41,1.45,2.44,3.46,yes,,,Low,Agent,11-may-16,USABRA
620163175,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Viamericas,Money Transfer Operator,Bank account transfer,"Agent,Internet",Same day,200,200,USD,5.99,3.41,1.45,4.44,500,500,USD,5.99,3.41,1.45,2.64,3.46,yes,,,Medium,,11-may-16,USABRA
620163176,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,3.43,0.87,3.37,500,500,USD,5,3.43,0.87,1.87,3.46,yes,Bank account payment,,Medium,,11-may-16,USABRA
620163177,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Ria,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,3.43,0.87,3.37,500,500,USD,5,3.43,0.87,1.87,3.46,yes,Bank account payment,,Medium,,11-may-16,USABRA
620163178,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Viamericas,Money Transfer Operator,Bank account transfer,"Agent,Internet",2 days,200,200,USD,4.99,3.41,1.45,3.94,500,500,USD,4.99,3.41,1.45,2.44,3.46,yes,,,Medium,,11-may-16,USABRA
620163179,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,3.43,0.87,4.87,500,500,USD,8,3.43,0.87,2.47,3.46,yes,,,High,Agent,11-may-16,USABRA
620163180,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,3.32,4.05,9.04,500,500,USD,9.99,3.32,4.05,6.04,3.46,yes,Card payment,,Medium,,11-may-16,USABRA
620163181,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,Ria,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,12,3.43,0.87,6.87,500,500,USD,20,3.43,0.87,4.87,3.46,yes,Card payment,,High,Agent,11-may-16,USABRA
620163182,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,10,3.32,4.05,9.05,500,500,USD,15,3.32,4.05,7.05,3.46,yes,Bank account payment,,Medium,,11-may-16,USABRA
620163183,2016_2Q,USA,United States,..,High income,..,G8/G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,3.32,4.05,11.55,500,500,USD,31,3.32,4.05,10.25,3.46,yes,Card payment,,High,Agent,11-may-16,USABRA
620163196,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Citibank,Bank,Bank account transfer,Internet,Same day,200,200,USD,0,1,0,0,500,500,USD,0,1,0,0,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Low,,10-may-16,USACOL
620163197,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Quisqueyana,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,4,2920,1.67,3.67,500,500,USD,10,2920,1.67,3.67,2969.62,yes,,,High,Agent,10-may-16,USACOL
620163198,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,6,2905,2.18,5.18,500,500,USD,8,2905,2.18,3.78,2969.62,yes,,,High,Agent,10-may-16,USACOL
620163199,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Envios de Valores La Nacional,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,6,2909,2.04,5.04,500,500,USD,15,2909,2.04,5.04,2969.62,yes,,,Medium,Agent,10-may-16,USACOL
620163200,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,3,2912.13,1.94,3.44,500,500,USD,5,2912.13,1.94,2.94,2969.62,yes,Bank account payment,,High,Agent,10-may-16,USACOL
620163201,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,2887.17,2.78,7.78,500,500,USD,10,2887.17,2.78,4.78,2969.62,yes,Card payment,,High,Agent,10-may-16,USACOL
620163202,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Viamericas,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,5.99,2878,3.09,6.08,500,500,USD,5.99,2878,3.09,4.28,2969.62,yes,,,High,Agent,10-may-16,USACOL
620163203,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,2852.82,3.93,7.93,500,500,USD,8,2852.82,3.93,5.53,2969.62,yes,,,High,Agent,10-may-16,USACOL
620163204,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Viamericas,Money Transfer Operator,Bank account transfer,"Agent,Internet",Next day,200,200,USD,6,2878,3.09,6.09,500,500,USD,15,2878,3.09,6.09,2969.62,yes,,,Low,,10-may-16,USACOL
620163205,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,2887.17,2.78,5.28,500,500,USD,5,2887.17,2.78,3.78,2969.62,yes,Bank account payment,,High,Agent,10-may-16,USACOL
620163206,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,2919.94,1.67,6.67,500,500,USD,9.99,2919.94,1.67,3.67,2969.62,yes,,,High,,10-may-16,USACOL
620163207,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,2846.61,4.14,9.14,500,500,USD,10,2846.61,4.14,6.14,2969.62,yes,Card payment,,High,Agent,10-may-16,USACOL
620163212,2016_2Q,USA,United States,..,High income,..,G8/G20,COL,Colombia,Latin America & Caribbean,Upper middle income,IBRD,..,Wells Fargo,Bank,Bank account transfer,"Bank branch,Call Center",Next day,200,200,USD,5,2891.49,2.63,5.13,500,500,USD,5,2901.78,2.28,3.28,2969.62,yes,,,High,,10-may-16,USACOL
620163214,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Citibank,Bank,Bank account transfer,"Bank branch,Internet",Next day,200,200,USD,35,1,0,17.5,500,500,USD,35,1,0,7,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Medium,,12-may-16,USADOM
620163215,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Cibao,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,10,1,0,5,500,500,USD,25,1,0,5,1,yes,USD service,,High,Home delivery,12-may-16,USADOM
620163216,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Remesas Pujols,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,7,1,0,3.5,500,500,USD,15,1,0,3,1,yes,USD service,,High,,12-may-16,USADOM
620163217,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Cibao,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,3.75,36.11,21.24,23.12,500,500,USD,10,36.11,21.24,23.24,45.85,yes,LCU service,,High,Home delivery,12-may-16,USADOM
620163218,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,5.99,44.13,3.75,6.75,500,500,USD,8.99,44.13,3.75,5.55,45.85,yes,,,High,Agent,12-may-16,USADOM
620163219,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Cibao,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,25,1,0,5,1,yes,USD service,,Medium,Agent,12-may-16,USADOM
620163220,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,5,44.72,2.46,4.96,500,500,USD,8,44.72,2.46,4.06,45.85,yes,LCU service,,High,,12-may-16,USADOM
620163221,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,43.05,6.11,10.11,500,500,USD,8,43.05,6.11,7.71,45.85,yes,,,High,Agent,12-may-16,USADOM
620163222,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Cibao,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,3.75,36.11,21.24,23.12,500,500,USD,10,36.11,21.24,23.24,45.85,yes,LCU service,,Medium,Agent,12-may-16,USADOM
620163223,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7,1,0,3.5,500,500,USD,12,1,0,2.4,1,yes,USD service,,High,Agent,12-may-16,USADOM
620163224,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,BHD Remesas Dominicana,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,1,0,4,500,500,USD,10,1,0,2,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Medium,Agent,12-may-16,USADOM
620163225,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,5,43.05,6.11,8.61,500,500,USD,5,43.05,6.11,7.11,45.85,yes,,,High,Agent,12-may-16,USADOM
620163226,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,10,43.05,6.11,11.11,500,500,USD,10,43.05,6.11,8.11,45.85,yes,,,High,Agent,12-may-16,USADOM
620163227,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,5,44.72,2.46,4.96,500,500,USD,8,44.72,2.46,4.06,45.85,yes,LCU service,,High,Home delivery,12-may-16,USADOM
620163228,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,7,1,0,3.5,500,500,USD,12,1,0,2.4,1,yes,USD service,,High,Home delivery,12-may-16,USADOM
620163229,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Next day,200,200,USD,10,44.13,3.75,8.75,500,500,USD,10,44.13,3.75,5.75,45.85,yes,,,High,Agent,12-may-16,USADOM
620163230,2016_2Q,USA,United States,..,High income,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Viamericas,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,42.87,6.5,10.5,500,500,USD,9,42.87,6.5,8.3,45.85,yes,LCU service,,High,Agent,12-may-16,USADOM
620163231,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Xoom,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10.99,1,0,5.5,500,500,USD,23.99,1,0,4.8,1,yes,Card payment,,High,Agent,13-may-16,USAECU
620163232,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Delgado Travel,Bank,Cash,Agent,Less than one hour,200,200,USD,5,1,0,2.5,500,500,USD,8,1,0,1.6,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,Medium,Agent,13-may-16,USAECU
620163233,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,5,1,0,2.5,500,500,USD,9,1,0,1.8,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,Agent,13-may-16,USAECU
620163234,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Girosol,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,6,1,0,3,500,500,USD,15,1,0,3,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,Agent,13-may-16,USAECU
620163235,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,La Nacional,Money Transfer Operator,Cash,Bank branch,Same day,200,200,USD,6,1,0,3,500,500,USD,15,1,0,3,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,Bank branch,13-may-16,USAECU
620163236,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,1,0,5,500,500,USD,9.99,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,Agent,13-may-16,USAECU
620163237,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Uniteller,Money Transfer Operator,Bank account transfer,"Agent,Internet",Less than one hour,200,200,USD,5.99,1,0,3,500,500,USD,8.99,1,0,1.8,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,,13-may-16,USAECU
620163238,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,Agent,13-may-16,USAECU
620163239,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Quisqueyana,Money Transfer Operator,"Bank account transfer,Cash",Agent,Same day,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,,High,,13-may-16,USAECU
620163240,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,0,1,0,0,500,500,USD,0,1,0,0,1,yes,Bank account payment,,High,Agent,13-may-16,USAECU
620163241,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,6,1,0,3,500,500,USD,9,1,0,1.8,1,yes,Bank account payment,,High,Agent,13-may-16,USAECU
620163242,2016_2Q,USA,United States,..,High income,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,0,1,0,0,500,500,USD,0,1,0,0,1,yes,Card payment,,High,Agent,13-may-16,USAECU
620163253,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,Bank account transfer,"Bank branch,Internet",Same day,200,200,USD,5,7.5,1.57,4.07,500,500,USD,5,7.5,1.57,2.57,7.62,yes,,,High,Bank branch,12-may-16,USAGTM
620163254,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Vigo,Money Transfer Operator,"Bank account transfer,Cash",Agent,Same day,200,200,USD,8,7.5,1.57,5.57,500,500,USD,8,7.5,1.57,3.17,7.62,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,12-may-16,USAGTM
620163255,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Envios de Dinero G&T Continental,Bank,Cash,Agent,Less than one hour,200,200,USD,8,7.5,1.57,5.57,500,500,USD,8,7.5,1.57,3.17,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163256,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,6,7.5,1.57,4.57,500,500,USD,15,7.5,1.57,4.57,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163257,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Banrural Corp.,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,7.5,1.57,6.57,500,500,USD,10,7.5,1.57,3.57,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163258,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,7.5,1.57,5.57,500,500,USD,8,7.5,1.57,3.17,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163259,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Ria,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,6,7.56,0.79,3.79,500,500,USD,8,7.56,0.79,2.39,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163260,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,7.56,0.79,5.78,500,500,USD,9.99,7.56,0.79,2.79,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163261,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,3-5 days,200,200,USD,5,7.56,0.79,3.29,500,500,USD,5,7.56,0.79,1.79,7.62,yes,Economy service,,High,Agent,12-may-16,USAGTM
620163262,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,10,7.5,1.57,6.57,500,500,USD,10,7.5,1.57,3.57,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163263,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,10,7.56,0.79,5.79,500,500,USD,10,7.56,0.79,2.79,7.62,yes,,,High,Agent,12-may-16,USAGTM
620163264,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Laparkan,Non-Bank FI,Cash,Agent,Same day,200,200,USD,9.99,202,1.93,6.93,500,500,USD,9.99,202,1.93,3.93,205.98,yes,,,Low,Agent,09-may-16,USAGUY
620163265,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,195.82,4.93,9.93,500,500,USD,20,195.82,4.93,8.93,205.98,yes,,,High,Agent,09-may-16,USAGUY
620163266,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Ria,Money Transfer Operator,"Bank account transfer,Cash",Agent,Next day,200,200,USD,5,196.95,4.38,6.88,500,500,USD,5,196.95,4.38,5.38,205.98,yes,Bank account payment,,High,,09-may-16,USAGUY
620163267,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,201.15,2.34,7.34,500,500,USD,20,201.15,2.34,6.34,205.98,yes,,,High,Agent,09-may-16,USAGUY
620163268,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,199.9,2.95,10.45,500,500,USD,42,199.9,2.95,11.35,205.98,yes,Bank account payment,,High,Agent,09-may-16,USAGUY
620163269,2016_2Q,USA,United States,..,High income,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Upper middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,15,199.61,3.09,10.59,500,500,USD,42,199.61,3.09,11.49,205.98,yes,Card payment,,High,Agent,09-may-16,USAGUY
620163270,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Dolex Dollar Express,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,9,22.59,-0.13,4.37,500,500,USD,12,22.59,-0.13,2.27,22.56,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,11-may-16,USAHND
620163271,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9.99,22.59,-0.13,4.86,500,500,USD,9.99,22.59,-0.13,1.87,22.56,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,11-may-16,USAHND
620163272,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,22.59,-0.13,3.87,500,500,USD,8,22.59,-0.13,1.47,22.56,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,11-may-16,USAHND
620163273,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Ficohsa Express,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,6,22.59,-0.13,2.87,500,500,USD,10,22.59,-0.13,1.87,22.56,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,"This RSP sends USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,11-may-16,USAHND
620163274,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,22.59,-0.13,4.87,500,500,USD,10,22.59,-0.13,1.87,22.56,yes,Card payment,,High,Agent,11-may-16,USAHND
620163275,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,10,22.59,-0.13,4.87,500,500,USD,10,22.59,-0.13,1.87,22.56,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,11-may-16,USAHND
620163276,2016_2Q,USA,United States,..,High income,..,G8/G20,HTI,Haiti,Latin America & Caribbean,Low income,IDA,..,Unitransfer,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,7.99,1,0,4,500,500,USD,11.99,1,0,2.4,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Low,,12-may-16,USAHTI
